Registration id,Course Instance,Student id,Status,Grade
I-280219990124-0019,I-2802,19990124-0019,registered,
I-280119990124-0019,I-2801,19990124-0019,completed,3.0
I-280319990124-0019,I-2803,19990124-0019,not started,
I-412419990831-0020,I-4124,19990831-0020,registered,
I-256519990831-0020,I-2565,19990831-0020,withdrawn,
I-412619990831-0020,I-4126,19990831-0020,withdrawn,
I-98519990831-0020,I-985,19990831-0020,registered,
I-423719990831-0020,I-4237,19990831-0020,registered,
I-423819990831-0020,I-4238,19990831-0020,withdrawn,
I-289619990831-0020,I-2896,19990831-0020,registered,
I-216619990831-0020,I-2166,19990831-0020,withdrawn,
I-384819971122-0021,I-3848,19971122-0021,registered,
I-384919971122-0021,I-3849,19971122-0021,withdrawn,
I-166719971122-0021,I-1667,19971122-0021,not started,
I-385119971122-0021,I-3851,19971122-0021,completed,5.0
I-293719971122-0021,I-2937,19971122-0021,withdrawn,
I-385619971122-0021,I-3856,19971122-0021,withdrawn,
I-385719971122-0021,I-3857,19971122-0021,not started,
I-156219971122-0021,I-1562,19971122-0021,completed,4.0
I-385819971122-0021,I-3858,19971122-0021,withdrawn,
I-524219971122-0021,I-5242,19971122-0021,not started,
I-396619971122-0021,I-3966,19971122-0021,registered,
I-385919971122-0021,I-3859,19971122-0021,completed,5.0
I-471419971122-0021,I-4714,19971122-0021,withdrawn,
I-408119971122-0021,I-4081,19971122-0021,not started,
I-429119971122-0021,I-4291,19971122-0021,withdrawn,
I-408319971122-0021,I-4083,19971122-0021,registered,
I-408519971122-0021,I-4085,19971122-0021,not started,
I-408619971122-0021,I-4086,19971122-0021,withdrawn,
I-148319971122-0021,I-1483,19971122-0021,withdrawn,
I-408719971122-0021,I-4087,19971122-0021,registered,
I-408819971122-0021,I-4088,19971122-0021,withdrawn,
I-263019971122-0021,I-2630,19971122-0021,registered,
I-308719980414-0022,I-3087,19980414-0022,withdrawn,
I-496619980414-0022,I-4966,19980414-0022,completed,3.0
I-359919980414-0022,I-3599,19980414-0022,withdrawn,
I-266819980414-0022,I-2668,19980414-0022,completed,4.0
I-246019980414-0022,I-2460,19980414-0022,not started,
I-359219980414-0022,I-3592,19980414-0022,withdrawn,
I-497119980414-0022,I-4971,19980414-0022,completed,4.0
I-497019980414-0022,I-4970,19980414-0022,not started,
I-508019980414-0022,I-5080,19980414-0022,not started,
I-508119980414-0022,I-5081,19980414-0022,registered,
I-519519980414-0022,I-5195,19980414-0022,registered,
I-508319980414-0022,I-5083,19980414-0022,completed,4.0
I-36319980414-0022,I-363,19980414-0022,completed,5.0
I-520019980414-0022,I-5200,19980414-0022,registered,
I-238019980414-0022,I-2380,19980414-0022,completed,5.0
I-111719980414-0022,I-1117,19980414-0022,not started,
I-329219980609-0023,I-3292,19980609-0023,registered,
I-288419980609-0023,I-2884,19980609-0023,withdrawn,
I-288519980609-0023,I-2885,19980609-0023,registered,
I-25319980609-0023,I-253,19980609-0023,not started,
I-130919980609-0023,I-1309,19980609-0023,not started,
I-131719980609-0023,I-1317,19980609-0023,not started,
I-299919980609-0023,I-2999,19980609-0023,completed,5.0
I-300019980609-0023,I-3000,19980609-0023,withdrawn,
I-329219980212-0024,I-3292,19980212-0024,withdrawn,
I-288419980212-0024,I-2884,19980212-0024,completed,3.0
I-528519980212-0024,I-5285,19980212-0024,not started,
I-528419980212-0024,I-5284,19980212-0024,not started,
I-267819980212-0024,I-2678,19980212-0024,withdrawn,
I-15319980212-0024,I-153,19980212-0024,registered,
I-299819980212-0024,I-2998,19980212-0024,withdrawn,
I-455619980212-0024,I-4556,19980212-0024,not started,
I-309719990805-0025,I-3097,19990805-0025,withdrawn,
I-309919990805-0025,I-3099,19990805-0025,registered,
I-434319990805-0025,I-4343,19990805-0025,completed,3.0
I-310319990805-0025,I-3103,19990805-0025,registered,
I-111219990805-0025,I-1112,19990805-0025,completed,5.0
I-320619990805-0025,I-3206,19990805-0025,completed,4.0
I-320719990805-0025,I-3207,19990805-0025,completed,3.0
I-320819990805-0025,I-3208,19990805-0025,completed,3.0
I-175619990805-0025,I-1756,19990805-0025,registered,
I-90619990805-0025,I-906,19990805-0025,not started,
I-207819990805-0025,I-2078,19990805-0025,registered,
I-342819990805-0025,I-3428,19990805-0025,withdrawn,
I-412419970609-0026,I-4124,19970609-0026,completed,5.0
I-68419970609-0026,I-684,19970609-0026,registered,
I-256519970609-0026,I-2565,19970609-0026,not started,
I-380819970609-0026,I-3808,19970609-0026,completed,5.0
I-4419970609-0026,I-44,19970609-0026,not started,
I-423819970609-0026,I-4238,19970609-0026,withdrawn,
I-508419970609-0026,I-5084,19970609-0026,withdrawn,
I-487719970609-0026,I-4877,19970609-0026,completed,3.0
I-308719951123-0027,I-3087,19951123-0027,registered,
I-496619951123-0027,I-4966,19951123-0027,not started,
I-266819951123-0027,I-2668,19951123-0027,completed,5.0
I-359919951123-0027,I-3599,19951123-0027,not started,
I-246019951123-0027,I-2460,19951123-0027,completed,3.0
I-256719951123-0027,I-2567,19951123-0027,withdrawn,
I-497019951123-0027,I-4970,19951123-0027,completed,3.0
I-497319951123-0027,I-4973,19951123-0027,withdrawn,
I-508019951123-0027,I-5080,19951123-0027,withdrawn,
I-508119951123-0027,I-5081,19951123-0027,registered,
I-508219951123-0027,I-5082,19951123-0027,not started,
I-508319951123-0027,I-5083,19951123-0027,not started,
I-195619951123-0027,I-1956,19951123-0027,not started,
I-520019951123-0027,I-5200,19951123-0027,not started,
I-279719951123-0027,I-2797,19951123-0027,completed,3.0
I-520219951123-0027,I-5202,19951123-0027,withdrawn,
I-457119960701-0028,I-4571,19960701-0028,withdrawn,
I-425519960701-0028,I-4255,19960701-0028,not started,
I-342319960701-0028,I-3423,19960701-0028,not started,
I-154319960701-0028,I-1543,19960701-0028,not started,
I-145919960701-0028,I-1459,19960701-0028,withdrawn,
I-240019960701-0028,I-2400,19960701-0028,withdrawn,
I-165719960701-0028,I-1657,19960701-0028,withdrawn,
I-165919960701-0028,I-1659,19960701-0028,registered,
I-165819960701-0028,I-1658,19960701-0028,registered,
I-165519960701-0028,I-1655,19960701-0028,completed,5.0
I-412419960220-0029,I-4124,19960220-0029,not started,
I-68419960220-0029,I-684,19960220-0029,registered,
I-413019960220-0029,I-4130,19960220-0029,completed,4.0
I-35219960220-0029,I-352,19960220-0029,withdrawn,
I-25419960220-0029,I-254,19960220-0029,not started,
I-423819960220-0029,I-4238,19960220-0029,withdrawn,
I-289619960220-0029,I-2896,19960220-0029,not started,
I-216619960220-0029,I-2166,19960220-0029,registered,
I-313119990211-0030,I-3131,19990211-0030,completed,5.0
I-61419990211-0030,I-614,19990211-0030,withdrawn,
I-313319990211-0030,I-3133,19990211-0030,not started,
I-250819990211-0030,I-2508,19990211-0030,withdrawn,
I-397019990211-0030,I-3970,19990211-0030,not started,
I-438919990211-0030,I-4389,19990211-0030,completed,3.0
I-324219990211-0030,I-3242,19990211-0030,completed,5.0
I-324319990211-0030,I-3243,19990211-0030,withdrawn,
I-335419990211-0030,I-3354,19990211-0030,not started,
I-335519990211-0030,I-3355,19990211-0030,completed,3.0
I-335619990211-0030,I-3356,19990211-0030,not started,
I-105319990211-0030,I-1053,19990211-0030,not started,
I-269919961018-0031,I-2699,19961018-0031,completed,5.0
I-270019961018-0031,I-2700,19961018-0031,completed,5.0
I-206919961018-0031,I-2069,19961018-0031,completed,4.0
I-144919961018-0031,I-1449,19961018-0031,registered,
I-302019961018-0031,I-3020,19961018-0031,registered,
I-112519961018-0031,I-1125,19961018-0031,completed,3.0
I-542319961018-0031,I-5423,19961018-0031,withdrawn,
I-217519961018-0031,I-2175,19961018-0031,registered,
I-28019961018-0031,I-280,19961018-0031,withdrawn,
I-175019961018-0031,I-1750,19961018-0031,completed,3.0
I-219019961018-0031,I-2190,19961018-0031,withdrawn,
I-281419961018-0031,I-2814,19961018-0031,not started,
I-522119961018-0031,I-5221,19961018-0031,completed,4.0
I-384219961018-0031,I-3842,19961018-0031,completed,3.0
I-26719960307-0032,I-267,19960307-0032,registered,
I-58519960307-0032,I-585,19960307-0032,withdrawn,
I-361119960307-0032,I-3611,19960307-0032,completed,3.0
I-248119960307-0032,I-2481,19960307-0032,not started,
I-163519960307-0032,I-1635,19960307-0032,registered,
I-248319960307-0032,I-2483,19960307-0032,completed,3.0
I-300519960307-0032,I-3005,19960307-0032,not started,
I-132219960307-0032,I-1322,19960307-0032,completed,3.0
I-259119960307-0032,I-2591,19960307-0032,withdrawn,
I-185119960307-0032,I-1851,19960307-0032,completed,4.0
I-280419960307-0032,I-2804,19960307-0032,registered,
I-373219960307-0032,I-3732,19960307-0032,withdrawn,
I-501719960822-0033,I-5017,19960822-0033,withdrawn,
I-491719960822-0033,I-4917,19960822-0033,completed,4.0
I-313219960822-0033,I-3132,19960822-0033,withdrawn,
I-303819960822-0033,I-3038,19960822-0033,registered,
I-428819960822-0033,I-4288,19960822-0033,completed,3.0
I-147219960822-0033,I-1472,19960822-0033,not started,
I-513019960822-0033,I-5130,19960822-0033,withdrawn,
I-188619960822-0033,I-1886,19960822-0033,not started,
I-282819961012-0034,I-2828,19961012-0034,registered,
I-293119961012-0034,I-2931,19961012-0034,not started,
I-293419961012-0034,I-2934,19961012-0034,not started,
I-177419961012-0034,I-1774,19961012-0034,withdrawn,
I-304219961012-0034,I-3042,19961012-0034,not started,
I-188119961012-0034,I-1881,19961012-0034,withdrawn,
I-304819961012-0034,I-3048,19961012-0034,withdrawn,
I-304319961012-0034,I-3043,19961012-0034,not started,
I-193119960610-0035,I-1931,19960610-0035,withdrawn,
I-486619960610-0035,I-4866,19960610-0035,not started,
I-14219960610-0035,I-142,19960610-0035,registered,
I-193419960610-0035,I-1934,19960610-0035,completed,4.0
I-497519960610-0035,I-4975,19960610-0035,withdrawn,
I-204919960610-0035,I-2049,19960610-0035,completed,5.0
I-142419960610-0035,I-1424,19960610-0035,registered,
I-226419960610-0035,I-2264,19960610-0035,withdrawn,
I-392119960610-0035,I-3921,19960610-0035,withdrawn,
I-267919960610-0035,I-2679,19960610-0035,completed,3.0
I-268319960610-0035,I-2683,19960610-0035,completed,4.0
I-205419960610-0035,I-2054,19960610-0035,withdrawn,
I-216719960610-0035,I-2167,19960610-0035,registered,
I-216819960610-0035,I-2168,19960610-0035,registered,
I-216919960610-0035,I-2169,19960610-0035,registered,
I-268719960610-0035,I-2687,19960610-0035,withdrawn,
I-436719990302-0036,I-4367,19990302-0036,completed,3.0
I-384019990302-0036,I-3840,19990302-0036,not started,
I-7519990302-0036,I-75,19990302-0036,not started,
I-60619990302-0036,I-606,19990302-0036,registered,
I-417319990302-0036,I-4173,19990302-0036,not started,
I-427519990302-0036,I-4275,19990302-0036,not started,
I-427419990302-0036,I-4274,19990302-0036,registered,
I-323419990302-0036,I-3234,19990302-0036,withdrawn,
I-466919950801-0037,I-4669,19950801-0037,not started,
I-467019950801-0037,I-4670,19950801-0037,not started,
I-467119950801-0037,I-4671,19950801-0037,completed,4.0
I-227919950801-0037,I-2279,19950801-0037,withdrawn,
I-415719950801-0037,I-4157,19950801-0037,withdrawn,
I-164519950801-0037,I-1645,19950801-0037,withdrawn,
I-479019950801-0037,I-4790,19950801-0037,registered,
I-479619950801-0037,I-4796,19950801-0037,withdrawn,
I-489619950801-0037,I-4896,19950801-0037,completed,4.0
I-208919950801-0037,I-2089,19950801-0037,registered,
I-490019950801-0037,I-4900,19950801-0037,registered,
I-490119950801-0037,I-4901,19950801-0037,not started,
I-313119960222-0038,I-3131,19960222-0038,completed,5.0
I-313419960222-0038,I-3134,19960222-0038,withdrawn,
I-272719960222-0038,I-2727,19960222-0038,not started,
I-250819960222-0038,I-2508,19960222-0038,not started,
I-115719960222-0038,I-1157,19960222-0038,registered,
I-324119960222-0038,I-3241,19960222-0038,withdrawn,
I-324219960222-0038,I-3242,19960222-0038,completed,5.0
I-534619960222-0038,I-5346,19960222-0038,registered,
I-315019960222-0038,I-3150,19960222-0038,registered,
I-335519960222-0038,I-3355,19960222-0038,registered,
I-503219960222-0038,I-5032,19960222-0038,withdrawn,
I-148219960222-0038,I-1482,19960222-0038,completed,4.0
I-546219960222-0038,I-5462,19960222-0038,completed,4.0
I-284019960222-0038,I-2840,19960222-0038,not started,
I-417719960828-0039,I-4177,19960828-0039,registered,
I-176619960828-0039,I-1766,19960828-0039,not started,
I-544219960828-0039,I-5442,19960828-0039,completed,4.0
I-502019960828-0039,I-5020,19960828-0039,not started,
I-534119960828-0039,I-5341,19960828-0039,completed,5.0
I-304519960828-0039,I-3045,19960828-0039,not started,
I-188519960828-0039,I-1885,19960828-0039,completed,3.0
I-188219960828-0039,I-1882,19960828-0039,not started,
I-70919960118-0040,I-709,19960118-0040,withdrawn,
I-71019960118-0040,I-710,19960118-0040,not started,
I-101819960118-0040,I-1018,19960118-0040,registered,
I-229219960118-0040,I-2292,19960118-0040,registered,
I-438019960118-0040,I-4380,19960118-0040,completed,5.0
I-251219960118-0040,I-2512,19960118-0040,registered,
I-83019960118-0040,I-830,19960118-0040,registered,
I-502019960118-0040,I-5020,19960118-0040,registered,
I-82819960118-0040,I-828,19960118-0040,not started,
I-83519960118-0040,I-835,19960118-0040,withdrawn,
I-61319960118-0040,I-613,19960118-0040,not started,
I-417419960118-0040,I-4174,19960118-0040,completed,4.0
I-83219960118-0040,I-832,19960118-0040,not started,
I-93419960118-0040,I-934,19960118-0040,withdrawn,
I-157919960118-0040,I-1579,19960118-0040,not started,
I-533819960118-0040,I-5338,19960118-0040,registered,
I-93719960118-0040,I-937,19960118-0040,completed,5.0
I-236119980206-0041,I-2361,19980206-0041,not started,
I-432419980206-0041,I-4324,19980206-0041,not started,
I-204419980206-0041,I-2044,19980206-0041,registered,
I-120619980206-0041,I-1206,19980206-0041,registered,
I-67919980206-0041,I-679,19980206-0041,withdrawn,
I-67619980206-0041,I-676,19980206-0041,withdrawn,
I-77719980206-0041,I-777,19980206-0041,not started,
I-45619980206-0041,I-456,19980206-0041,registered,
I-68319980206-0041,I-683,19980206-0041,withdrawn,
I-508919980206-0041,I-5089,19980206-0041,registered,
I-79019980206-0041,I-790,19980206-0041,withdrawn,
I-79119980206-0041,I-791,19980206-0041,registered,
I-78919980206-0041,I-789,19980206-0041,withdrawn,
I-89819980206-0041,I-898,19980206-0041,withdrawn,
I-89919980206-0041,I-899,19980206-0041,completed,5.0
I-90019980206-0041,I-900,19980206-0041,registered,
I-227519980206-0041,I-2275,19980206-0041,not started,
I-530119991130-0042,I-5301,19991130-0042,completed,4.0
I-530319991130-0042,I-5303,19991130-0042,not started,
I-530219991130-0042,I-5302,19991130-0042,registered,
I-530619991130-0042,I-5306,19991130-0042,completed,3.0
I-541719991130-0042,I-5417,19991130-0042,registered,
I-291419991130-0042,I-2914,19991130-0042,withdrawn,
I-362019991130-0042,I-3620,19991130-0042,not started,
I-249519991130-0042,I-2495,19991130-0042,withdrawn,
I-302319981023-0043,I-3023,19981023-0043,not started,
I-271219981023-0043,I-2712,19981023-0043,not started,
I-271319981023-0043,I-2713,19981023-0043,registered,
I-145819981023-0043,I-1458,19981023-0043,completed,5.0
I-282219981023-0043,I-2822,19981023-0043,not started,
I-469719981023-0043,I-4697,19981023-0043,withdrawn,
I-261019981023-0043,I-2610,19981023-0043,completed,5.0
I-282919981023-0043,I-2829,19981023-0043,registered,
I-436019950824-0044,I-4360,19950824-0044,completed,5.0
I-489019950824-0044,I-4890,19950824-0044,completed,5.0
I-542419950824-0044,I-5424,19950824-0044,not started,
I-144319950824-0044,I-1443,19950824-0044,withdrawn,
I-239619950824-0044,I-2396,19950824-0044,not started,
I-71719950824-0044,I-717,19950824-0044,withdrawn,
I-239719950824-0044,I-2397,19950824-0044,registered,
I-239919950824-0044,I-2399,19950824-0044,not started,
I-70919961220-0045,I-709,19961220-0045,not started,
I-61119961220-0045,I-611,19961220-0045,not started,
I-71319961220-0045,I-713,19961220-0045,not started,
I-28219961220-0045,I-282,19961220-0045,completed,5.0
I-438019961220-0045,I-4380,19961220-0045,withdrawn,
I-29519961220-0045,I-295,19961220-0045,withdrawn,
I-198319961220-0045,I-1983,19961220-0045,withdrawn,
I-83019961220-0045,I-830,19961220-0045,withdrawn,
I-438219961220-0045,I-4382,19961220-0045,completed,3.0
I-83419961220-0045,I-834,19961220-0045,completed,4.0
I-83519961220-0045,I-835,19961220-0045,completed,5.0
I-82819961220-0045,I-828,19961220-0045,withdrawn,
I-93419961220-0045,I-934,19961220-0045,not started,
I-178519961220-0045,I-1785,19961220-0045,completed,4.0
I-533819961220-0045,I-5338,19961220-0045,registered,
I-93719961220-0045,I-937,19961220-0045,withdrawn,
I-268719950308-0046,I-2687,19950308-0046,withdrawn,
I-268819950308-0046,I-2688,19950308-0046,completed,5.0
I-372519950308-0046,I-3725,19950308-0046,withdrawn,
I-258319950308-0046,I-2583,19950308-0046,registered,
I-259319950308-0046,I-2593,19950308-0046,completed,3.0
I-239219950308-0046,I-2392,19950308-0046,withdrawn,
I-196519950308-0046,I-1965,19950308-0046,withdrawn,
I-280719950308-0046,I-2807,19950308-0046,not started,
I-432319990824-0047,I-4323,19990824-0047,withdrawn,
I-141319990824-0047,I-1413,19990824-0047,withdrawn,
I-476219990824-0047,I-4762,19990824-0047,registered,
I-432519990824-0047,I-4325,19990824-0047,not started,
I-214819990824-0047,I-2148,19990824-0047,withdrawn,
I-349419990824-0047,I-3494,19990824-0047,completed,5.0
I-433019990824-0047,I-4330,19990824-0047,completed,4.0
I-225819990824-0047,I-2258,19990824-0047,withdrawn,
I-519419990824-0047,I-5194,19990824-0047,registered,
I-444619990824-0047,I-4446,19990824-0047,registered,
I-423719990824-0047,I-4237,19990824-0047,withdrawn,
I-455719990824-0047,I-4557,19990824-0047,registered,
I-279419990824-0047,I-2794,19990824-0047,withdrawn,
I-455919990824-0047,I-4559,19990824-0047,completed,5.0
I-456119990824-0047,I-4561,19990824-0047,not started,
I-26719970301-0048,I-267,19970301-0048,not started,
I-247819970301-0048,I-2478,19970301-0048,not started,
I-163519970301-0048,I-1635,19970301-0048,registered,
I-48119970301-0048,I-481,19970301-0048,not started,
I-259219970301-0048,I-2592,19970301-0048,not started,
I-259519970301-0048,I-2595,19970301-0048,registered,
I-259419970301-0048,I-2594,19970301-0048,completed,5.0
I-146619980102-0049,I-1466,19980102-0049,not started,
I-491719980102-0049,I-4917,19980102-0049,not started,
I-114419980102-0049,I-1144,19980102-0049,registered,
I-417219980102-0049,I-4172,19980102-0049,completed,5.0
I-428819980102-0049,I-4288,19980102-0049,withdrawn,
I-344919980102-0049,I-3449,19980102-0049,withdrawn,
I-407319980102-0049,I-4073,19980102-0049,withdrawn,
I-188619980102-0049,I-1886,19980102-0049,withdrawn,
I-135519970918-0050,I-1355,19970918-0050,completed,4.0
I-364619970918-0050,I-3646,19970918-0050,not started,
I-9119970918-0050,I-91,19970918-0050,withdrawn,
I-51219970918-0050,I-512,19970918-0050,completed,4.0
I-428319970918-0050,I-4283,19970918-0050,registered,
I-428419970918-0050,I-4284,19970918-0050,completed,3.0
I-428519970918-0050,I-4285,19970918-0050,not started,
I-428719970918-0050,I-4287,19970918-0050,withdrawn,
I-468619981214-0051,I-4686,19981214-0051,completed,5.0
I-447919981214-0051,I-4479,19981214-0051,completed,5.0
I-39019981214-0051,I-390,19981214-0051,completed,5.0
I-250119981214-0051,I-2501,19981214-0051,registered,
I-480819981214-0051,I-4808,19981214-0051,registered,
I-481019981214-0051,I-4810,19981214-0051,completed,3.0
I-102919981214-0051,I-1029,19981214-0051,withdrawn,
I-481519981214-0051,I-4815,19981214-0051,withdrawn,
I-147519981214-0051,I-1475,19981214-0051,withdrawn,
I-482319981214-0051,I-4823,19981214-0051,withdrawn,
I-73019981214-0051,I-730,19981214-0051,withdrawn,
I-491919981214-0051,I-4919,19981214-0051,completed,4.0
I-269919970721-0052,I-2699,19970721-0052,withdrawn,
I-218319970721-0052,I-2183,19970721-0052,completed,3.0
I-302019970721-0052,I-3020,19970721-0052,registered,
I-456719970721-0052,I-4567,19970721-0052,not started,
I-249219970721-0052,I-2492,19970721-0052,not started,
I-542319970721-0052,I-5423,19970721-0052,registered,
I-270719970721-0052,I-2707,19970721-0052,not started,
I-90919970721-0052,I-909,19970721-0052,registered,
I-144619970721-0052,I-1446,19970721-0052,not started,
I-249619970721-0052,I-2496,19970721-0052,completed,3.0
I-281219970721-0052,I-2812,19970721-0052,withdrawn,
I-18019970721-0052,I-180,19970721-0052,completed,4.0
I-281919970721-0052,I-2819,19970721-0052,not started,
I-186319970721-0052,I-1863,19970721-0052,completed,5.0
I-433219951006-0053,I-4332,19951006-0053,withdrawn,
I-371019951006-0053,I-3710,19951006-0053,withdrawn,
I-433419951006-0053,I-4334,19951006-0053,registered,
I-403319951006-0053,I-4033,19951006-0053,not started,
I-360919951006-0053,I-3609,19951006-0053,completed,5.0
I-35319951006-0053,I-353,19951006-0053,withdrawn,
I-300119951006-0053,I-3001,19951006-0053,registered,
I-434319951006-0053,I-4343,19951006-0053,withdrawn,
I-433919951006-0053,I-4339,19951006-0053,registered,
I-434119951006-0053,I-4341,19951006-0053,withdrawn,
I-445519951006-0053,I-4455,19951006-0053,not started,
I-393219951006-0053,I-3932,19951006-0053,withdrawn,
I-445719951006-0053,I-4457,19951006-0053,withdrawn,
I-498419951006-0053,I-4984,19951006-0053,completed,3.0
I-101419951006-0053,I-1014,19951006-0053,not started,
I-457019951006-0053,I-4570,19951006-0053,not started,
I-133219951006-0053,I-1332,19951006-0053,completed,5.0
I-112819951006-0053,I-1128,19951006-0053,not started,
I-215319990720-0054,I-2153,19990720-0054,not started,
I-245819990720-0054,I-2458,19990720-0054,registered,
I-465419990720-0054,I-4654,19990720-0054,withdrawn,
I-110019990720-0054,I-1100,19990720-0054,completed,5.0
I-236919990720-0054,I-2369,19990720-0054,registered,
I-237019990720-0054,I-2370,19990720-0054,completed,5.0
I-237119990720-0054,I-2371,19990720-0054,completed,5.0
I-131319990720-0054,I-1313,19990720-0054,not started,
I-194219971008-0055,I-1942,19971008-0055,withdrawn,
I-57919971008-0055,I-579,19971008-0055,withdrawn,
I-370819971008-0055,I-3708,19971008-0055,registered,
I-25819971008-0055,I-258,19971008-0055,not started,
I-174119971008-0055,I-1741,19971008-0055,completed,4.0
I-205919971008-0055,I-2059,19971008-0055,completed,3.0
I-206219971008-0055,I-2062,19971008-0055,not started,
I-247819971008-0055,I-2478,19971008-0055,withdrawn,
I-270719971008-0055,I-2707,19971008-0055,completed,4.0
I-259319971008-0055,I-2593,19971008-0055,registered,
I-6419971008-0055,I-64,19971008-0055,not started,
I-218119971008-0055,I-2181,19971008-0055,not started,
I-468619980524-0056,I-4686,19980524-0056,completed,3.0
I-468819980524-0056,I-4688,19980524-0056,withdrawn,
I-469019980524-0056,I-4690,19980524-0056,completed,3.0
I-102519980524-0056,I-1025,19980524-0056,registered,
I-480819980524-0056,I-4808,19980524-0056,withdrawn,
I-375019980524-0056,I-3750,19980524-0056,not started,
I-146319980524-0056,I-1463,19980524-0056,withdrawn,
I-114219980524-0056,I-1142,19980524-0056,withdrawn,
I-491819980524-0056,I-4918,19980524-0056,not started,
I-73019980524-0056,I-730,19980524-0056,not started,
I-492219980524-0056,I-4922,19980524-0056,not started,
I-492619980524-0056,I-4926,19980524-0056,withdrawn,
I-531119961122-0057,I-5311,19961122-0057,withdrawn,
I-48619961122-0057,I-486,19961122-0057,withdrawn,
I-101119961122-0057,I-1011,19961122-0057,not started,
I-542119961122-0057,I-5421,19961122-0057,withdrawn,
I-113119961122-0057,I-1131,19961122-0057,completed,3.0
I-113319961122-0057,I-1133,19961122-0057,completed,3.0
I-113219961122-0057,I-1132,19961122-0057,withdrawn,
I-155319961122-0057,I-1553,19961122-0057,registered,
I-364319961122-0057,I-3643,19961122-0057,not started,
I-124819961122-0057,I-1248,19961122-0057,withdrawn,
I-124719961122-0057,I-1247,19961122-0057,registered,
I-124519961122-0057,I-1245,19961122-0057,registered,
I-417719950522-0058,I-4177,19950522-0058,not started,
I-176619950522-0058,I-1766,19950522-0058,completed,5.0
I-544219950522-0058,I-5442,19950522-0058,completed,4.0
I-406419950522-0058,I-4064,19950522-0058,withdrawn,
I-176919950522-0058,I-1769,19950522-0058,completed,5.0
I-61319950522-0058,I-613,19950522-0058,withdrawn,
I-209519950522-0058,I-2095,19950522-0058,withdrawn,
I-61419950522-0058,I-614,19950522-0058,withdrawn,
I-177219950522-0058,I-1772,19950522-0058,not started,
I-177119950522-0058,I-1771,19950522-0058,withdrawn,
I-534119950522-0058,I-5341,19950522-0058,not started,
I-188119950522-0058,I-1881,19950522-0058,registered,
I-220819950522-0058,I-2208,19950522-0058,completed,5.0
I-20119950522-0058,I-201,19950522-0058,withdrawn,
I-250619970711-0059,I-2506,19970711-0059,completed,5.0
I-250719970711-0059,I-2507,19970711-0059,completed,5.0
I-50719970711-0059,I-507,19970711-0059,completed,4.0
I-135319970711-0059,I-1353,19970711-0059,completed,4.0
I-157919970711-0059,I-1579,19970711-0059,registered,
I-261919970711-0059,I-2619,19970711-0059,completed,4.0
I-449219970711-0059,I-4492,19970711-0059,completed,4.0
I-262419970711-0059,I-2624,19970711-0059,registered,
I-151419950829-0060,I-1514,19950829-0060,withdrawn,
I-151519950829-0060,I-1515,19950829-0060,not started,
I-349819950829-0060,I-3498,19950829-0060,not started,
I-151719950829-0060,I-1517,19950829-0060,completed,3.0
I-381319950829-0060,I-3813,19950829-0060,not started,
I-162619950829-0060,I-1626,19950829-0060,withdrawn,
I-162719950829-0060,I-1627,19950829-0060,not started,
I-424319950829-0060,I-4243,19950829-0060,completed,4.0
I-196519980221-0061,I-1965,19980221-0061,not started,
I-382819980221-0061,I-3828,19980221-0061,withdrawn,
I-91219980221-0061,I-912,19980221-0061,not started,
I-27719980221-0061,I-277,19980221-0061,registered,
I-383119980221-0061,I-3831,19980221-0061,completed,3.0
I-521019980221-0061,I-5210,19980221-0061,completed,5.0
I-383319980221-0061,I-3833,19980221-0061,completed,4.0
I-70819980221-0061,I-708,19980221-0061,registered,
I-383619980221-0061,I-3836,19980221-0061,withdrawn,
I-394519980221-0061,I-3945,19980221-0061,registered,
I-394619980221-0061,I-3946,19980221-0061,withdrawn,
I-394819980221-0061,I-3948,19980221-0061,registered,
I-394719980221-0061,I-3947,19980221-0061,registered,
I-92919980221-0061,I-929,19980221-0061,not started,
I-406519980221-0061,I-4065,19980221-0061,completed,3.0
I-135119980221-0061,I-1351,19980221-0061,withdrawn,
I-19019980221-0061,I-190,19980221-0061,registered,
I-230019960928-0062,I-2300,19960928-0062,completed,5.0
I-333619960928-0062,I-3336,19960928-0062,withdrawn,
I-135419960928-0062,I-1354,19960928-0062,registered,
I-459119960928-0062,I-4591,19960928-0062,completed,3.0
I-30119960928-0062,I-301,19960928-0062,not started,
I-177719960928-0062,I-1777,19960928-0062,withdrawn,
I-408019960928-0062,I-4080,19960928-0062,not started,
I-241619960928-0062,I-2416,19960928-0062,completed,4.0
I-196619950319-0063,I-1966,19950319-0063,completed,3.0
I-362119950319-0063,I-3621,19950319-0063,withdrawn,
I-511019950319-0063,I-5110,19950319-0063,completed,4.0
I-415619950319-0063,I-4156,19950319-0063,registered,
I-373719950319-0063,I-3737,19950319-0063,withdrawn,
I-302419950319-0063,I-3024,19950319-0063,registered,
I-374119950319-0063,I-3741,19950319-0063,registered,
I-373919950319-0063,I-3739,19950319-0063,completed,4.0
I-146819970309-0064,I-1468,19970309-0064,completed,3.0
I-8219970309-0064,I-82,19970309-0064,registered,
I-396019970309-0064,I-3960,19970309-0064,registered,
I-491419970309-0064,I-4914,19970309-0064,withdrawn,
I-8319970309-0064,I-83,19970309-0064,registered,
I-8819970309-0064,I-88,19970309-0064,completed,3.0
I-8719970309-0064,I-87,19970309-0064,not started,
