Course,Planned number of Students,Senior Hours,Assistant Hours,Course code,Study period,Academic year,Instance_id,Examiner
I-1101,40,260,420,1020,4.0,2016-2017,I-1101,19600905-0003
I-1102,60,260,300,1053,3.0,2017-2018,I-1102,19570828-0008
I-1103,20,260,200,1216,2.0,2017-2018,I-1103,19580515-0017
I-1104,50,240,360,1203,3.0,2017-2018,I-1104,19690917-0022
I-1105,40,260,420,1200,2.0,2017-2018,I-1105,19690408-0009
I-1106,60,260,200,1072,4.0,2017-2018,I-1106,19680712-0028
I-1107,40,240,240,1290,3.0,2017-2018,I-1107,19570828-0008
I-1108,20,240,420,1276,2.0,2017-2018,I-1108,19600814-0002
I-1109,40,240,360,1191,2.0,2017-2018,I-1109,19570615-0011
I-1110,50,240,300,1095,3.0,2017-2018,I-1110,19610620-0006
I-1111,40,280,420,1109,4.0,2018-2019,I-1111,19610918-0027
I-1112,60,280,360,1192,2.0,2018-2019,I-1112,19570826-0012
I-1113,40,240,200,1177,1.0,2018-2019,I-1113,19580218-0007
I-1114,60,260,360,1173,3.0,2018-2019,I-1114,19620522-0023
I-1115,60,240,300,1127,3.0,2018-2019,I-1115,19640220-0029
I-1116,20,240,280,1292,4.0,2018-2019,I-1116,19690513-0015
I-1117,60,260,420,1206,4.0,2018-2019,I-1117,19611219-0014
I-1118,50,260,240,1151,3.0,2018-2019,I-1118,19580515-0017
I-1119,40,260,200,1123,3.0,2018-2019,I-1119,19580515-0017
I-1120,20,240,420,1079,3.0,2018-2019,I-1120,19660630-0020
I-1121,40,240,420,1041,3.0,2018-2019,I-1121,19690408-0009
I-1122,50,260,360,1112,3.0,2019-2020,I-1122,19650303-0019
I-1123,20,260,200,1264,2.0,2019-2020,I-1123,19611219-0014
I-1124,20,280,280,1190,4.0,2019-2020,I-1124,19600814-0002
I-1125,20,280,200,1176,4.0,2019-2020,I-1125,19561222-0030
I-1126,60,240,420,1044,2.0,2019-2020,I-1126,19640414-0013
I-1127,60,240,240,1296,3.0,2019-2020,I-1127,19630126-0001
I-1128,20,240,240,1250,4.0,2019-2020,I-1128,19650303-0019
I-1129,50,280,280,1157,2.0,2019-2020,I-1129,19600814-0002
I-1130,60,280,300,1070,2.0,2019-2020,I-1130,19560705-0025
I-1131,40,260,360,1286,3.0,2020-2021,I-1131,19610623-0005
I-1132,50,240,200,1294,1.0,2020-2021,I-1132,19590129-0004
I-1133,60,280,200,1148,3.0,2020-2021,I-1133,19690513-0015
I-1134,40,280,420,1277,3.0,2020-2021,I-1134,19640414-0013
I-1135,60,280,360,1259,2.0,2020-2021,I-1135,19570828-0008
I-1136,60,280,200,1193,2.0,2020-2021,I-1136,19610620-0006
I-1137,60,240,420,1173,4.0,2020-2021,I-1137,19600905-0003
I-1138,20,280,300,1111,3.0,2020-2021,I-1138,19570828-0008
I-1139,50,280,300,1103,4.0,2020-2021,I-1139,19570615-0011
I-1140,40,240,240,1103,3.0,2021-2022,I-1140,19630126-0001
I-1141,50,280,280,1067,1.0,2021-2022,I-1141,19630126-0001
I-1142,50,260,360,1101,3.0,2021-2022,I-1142,19620831-0024
I-1143,40,280,200,1047,1.0,2021-2022,I-1143,19570615-0011
I-1144,20,260,240,1267,4.0,2021-2022,I-1144,19570826-0012
I-1145,20,240,420,1083,4.0,2021-2022,I-1145,19601021-0018
I-1146,20,240,300,1081,1.0,2021-2022,I-1146,19600814-0002
I-1147,50,280,300,1076,2.0,2021-2022,I-1147,19600905-0003
I-1148,20,260,280,1064,4.0,2021-2022,I-1148,19600814-0002
I-1149,20,240,200,1023,4.0,2021-2022,I-1149,19601021-0018
I-1150,20,280,300,1202,4.0,2022-2023,I-1150,19690408-0009
I-1151,50,280,200,1172,3.0,2022-2023,I-1151,19570826-0012
I-1152,60,280,420,1209,4.0,2022-2023,I-1152,19570828-0008
I-1153,50,260,300,1114,3.0,2022-2023,I-1153,19640220-0029
I-1154,40,280,240,1037,3.0,2022-2023,I-1154,19601021-0018
I-1155,60,240,240,1210,3.0,2022-2023,I-1155,19570828-0008
I-1156,60,260,200,1166,1.0,2022-2023,I-1156,19570828-0008
I-1157,20,280,200,1091,4.0,2022-2023,I-1157,19611219-0014
I-1158,60,240,280,1053,4.0,2022-2023,I-1158,19690513-0015
I-1159,20,260,420,1038,1.0,2022-2023,I-1159,19690917-0022
I-1160,40,280,420,1172,3.0,2023-2024,I-1160,19620831-0024
I-1161,50,240,300,1125,3.0,2023-2024,I-1161,19680712-0028
I-1162,60,240,360,1270,4.0,2023-2024,I-1162,19680712-0028
I-1163,60,260,360,1118,3.0,2023-2024,I-1163,19601021-0018
I-1164,50,240,300,1032,1.0,2023-2024,I-1164,19690513-0015
I-1165,50,260,240,1271,4.0,2023-2024,I-1165,19600814-0002
I-1166,60,240,420,1163,3.0,2023-2024,I-1166,19611219-0014
I-1167,50,280,300,1133,4.0,2023-2024,I-1167,19620522-0023
I-1168,50,280,300,1121,3.0,2023-2024,I-1168,19570826-0012
I-1169,20,240,300,1033,4.0,2023-2024,I-1169,19600529-0021
I-1170,40,260,420,1292,2.0,2013-2014,I-1170,19570615-0011
I-1171,40,280,420,1160,3.0,2013-2014,I-1171,19610623-0005
I-1172,60,240,360,1273,4.0,2013-2014,I-1172,19600814-0002
I-1173,40,280,420,1146,2.0,2013-2014,I-1173,19560705-0025
I-1174,40,240,420,1046,3.0,2013-2014,I-1174,19611219-0014
I-1175,40,280,240,1004,1.0,2013-2014,I-1175,19610620-0006
I-1176,60,260,200,1294,4.0,2013-2014,I-1176,19620831-0024
I-1177,50,240,280,1284,2.0,2013-2014,I-1177,19660630-0020
I-1178,60,240,420,1267,4.0,2013-2014,I-1178,19650303-0019
I-1179,50,280,280,1184,3.0,2013-2014,I-1179,19561222-0030
I-1180,50,280,300,1169,3.0,2013-2014,I-1180,19620522-0023
I-1181,60,280,200,1230,4.0,2014-2015,I-1181,19610918-0027
I-1182,60,260,300,1030,2.0,2014-2015,I-1182,19570826-0012
I-1183,50,280,300,1291,2.0,2014-2015,I-1183,19680712-0028
I-1184,20,280,300,1220,1.0,2014-2015,I-1184,19600529-0021
I-1185,60,280,300,1034,3.0,2014-2015,I-1185,19570615-0011
I-1186,40,260,360,1238,3.0,2014-2015,I-1186,19620831-0024
I-1187,20,240,280,1152,2.0,2014-2015,I-1187,19620831-0024
I-1188,60,280,200,1149,1.0,2014-2015,I-1188,19650303-0019
I-1189,20,240,420,1105,1.0,2014-2015,I-1189,19620424-0026
I-1190,20,280,280,1126,4.0,2015-2016,I-1190,19630126-0001
I-1191,60,260,420,1224,4.0,2015-2016,I-1191,19620522-0023
I-1192,20,280,360,1196,1.0,2015-2016,I-1192,19570615-0011
I-1193,20,280,420,1138,3.0,2015-2016,I-1193,19561222-0030
I-1194,60,260,420,1131,1.0,2015-2016,I-1194,19600905-0003
I-1195,20,280,300,1294,1.0,2015-2016,I-1195,19610623-0005
I-1196,40,260,420,1254,2.0,2015-2016,I-1196,19610620-0006
I-1197,50,260,300,1148,1.0,2015-2016,I-1197,19600529-0021
I-1198,50,240,240,1019,4.0,2015-2016,I-1198,19610623-0005
I-1199,60,240,200,1010,3.0,2015-2016,I-1199,19601021-0018
I-1200,50,260,280,1160,4.0,2016-2017,I-1200,19580218-0007
I-1201,50,240,280,1187,1.0,2016-2017,I-1201,19600529-0021
I-1202,50,280,420,1154,2.0,2016-2017,I-1202,19630126-0001
I-1203,60,280,300,1047,3.0,2016-2017,I-1203,19650303-0019
I-1204,40,260,360,1285,3.0,2016-2017,I-1204,19610620-0006
I-1205,20,240,300,1246,4.0,2016-2017,I-1205,19561222-0030
I-1206,60,240,420,1134,1.0,2016-2017,I-1206,19690513-0015
I-1207,60,260,200,1121,4.0,2016-2017,I-1207,19690513-0015
I-1208,60,280,200,1210,1.0,2017-2018,I-1208,19560705-0025
I-1209,20,280,200,1151,3.0,2017-2018,I-1209,19610918-0027
I-1210,40,260,280,1238,3.0,2017-2018,I-1210,19570828-0008
I-1211,50,260,200,1223,3.0,2017-2018,I-1211,19560612-0010
I-1212,40,240,280,1028,2.0,2017-2018,I-1212,19561222-0030
I-1213,60,260,280,1297,1.0,2017-2018,I-1213,19590129-0004
I-1214,50,280,200,1257,3.0,2017-2018,I-1214,19630126-0001
I-1215,60,260,280,1236,4.0,2017-2018,I-1215,19640414-0013
I-1216,50,240,300,1157,1.0,2017-2018,I-1216,19601021-0018
I-1217,40,260,300,1244,3.0,2018-2019,I-1217,19690917-0022
I-1218,50,240,300,1262,4.0,2018-2019,I-1218,19600905-0003
I-1219,50,280,300,1192,3.0,2018-2019,I-1219,19570828-0008
I-1220,60,260,200,1170,3.0,2018-2019,I-1220,19600529-0021
I-1221,20,240,420,1161,4.0,2018-2019,I-1221,19570615-0011
I-1222,40,260,280,1277,1.0,2018-2019,I-1222,19611219-0014
I-1223,20,260,280,1250,3.0,2018-2019,I-1223,19560612-0010
I-1224,60,240,420,1202,1.0,2018-2019,I-1224,19600814-0002
I-1225,20,280,200,1195,3.0,2018-2019,I-1225,19690513-0015
I-1226,20,240,300,1172,2.0,2018-2019,I-1226,19620522-0023
I-1227,40,260,420,1071,3.0,2018-2019,I-1227,19561222-0030
I-1228,40,260,240,1139,4.0,2019-2020,I-1228,19650303-0019
I-1229,20,240,360,1089,2.0,2019-2020,I-1229,19590129-0004
I-1230,40,280,280,1075,3.0,2019-2020,I-1230,19611219-0014
I-1231,20,280,240,1286,1.0,2019-2020,I-1231,19561222-0030
I-1232,40,260,240,1258,3.0,2019-2020,I-1232,19690917-0022
I-1233,40,260,240,1223,3.0,2019-2020,I-1233,19561222-0030
I-1234,40,240,420,1196,4.0,2019-2020,I-1234,19600814-0002
I-1235,20,260,200,1267,1.0,2020-2021,I-1235,19600814-0002
I-1236,20,280,240,1157,1.0,2020-2021,I-1236,19600905-0003
I-1237,60,240,200,1050,2.0,2020-2021,I-1237,19580515-0017
I-1238,50,260,420,1012,2.0,2020-2021,I-1238,19620424-0026
I-1239,40,240,200,1115,1.0,2020-2021,I-1239,19580218-0007
I-1240,60,280,420,1087,3.0,2020-2021,I-1240,19690408-0009
I-1241,50,260,240,1066,2.0,2020-2021,I-1241,19560612-0010
I-1242,20,280,300,1044,2.0,2020-2021,I-1242,19600905-0003
I-1243,50,280,240,1026,4.0,2020-2021,I-1243,19630126-0001
I-1244,40,280,300,1254,3.0,2021-2022,I-1244,19560612-0010
I-1245,20,260,420,1279,2.0,2021-2022,I-1245,19660630-0020
I-1246,60,280,300,1262,1.0,2021-2022,I-1246,19660630-0020
I-1247,60,280,300,1042,4.0,2021-2022,I-1247,19690917-0022
I-1248,40,280,360,1040,2.0,2021-2022,I-1248,19610918-0027
I-1249,50,260,240,1256,2.0,2021-2022,I-1249,19610620-0006
I-1250,50,240,300,1245,1.0,2021-2022,I-1250,19560612-0010
I-1251,60,260,280,1177,3.0,2021-2022,I-1251,19660630-0020
I-1252,60,240,420,1145,2.0,2021-2022,I-1252,19580218-0007
I-1253,40,240,280,1134,2.0,2021-2022,I-1253,19650303-0019
I-1254,20,260,240,1104,3.0,2022-2023,I-1254,19570826-0012
I-1255,40,260,280,1233,4.0,2022-2023,I-1255,19620831-0024
I-1256,50,280,200,1151,1.0,2022-2023,I-1256,19560705-0025
I-1257,20,240,200,1114,3.0,2022-2023,I-1257,19650303-0019
I-1258,40,260,300,1019,1.0,2022-2023,I-1258,19590129-0004
I-1259,40,260,300,1188,1.0,2022-2023,I-1259,19580515-0017
I-1260,40,280,420,1154,3.0,2022-2023,I-1260,19601021-0018
I-1261,60,240,420,1079,1.0,2022-2023,I-1261,19690513-0015
I-1262,60,260,360,1005,3.0,2022-2023,I-1262,19610620-0006
I-1263,50,240,360,1116,3.0,2023-2024,I-1263,19570615-0011
I-1264,40,260,300,1102,4.0,2023-2024,I-1264,19560612-0010
I-1265,50,240,280,1255,4.0,2023-2024,I-1265,19610623-0005
I-1266,40,280,240,1245,1.0,2023-2024,I-1266,19610623-0005
I-1267,60,260,300,1253,2.0,2023-2024,I-1267,19600814-0002
I-1268,40,240,420,1222,1.0,2023-2024,I-1268,19610620-0006
I-1269,60,260,280,1126,1.0,2023-2024,I-1269,19690408-0009
I-1270,50,240,280,1125,4.0,2023-2024,I-1270,19690513-0015
I-1271,40,280,200,1111,3.0,2023-2024,I-1271,19560612-0010
I-1272,20,240,360,1036,4.0,2023-2024,I-1272,19601021-0018
I-1273,60,240,420,1200,2.0,2013-2014,I-1273,19590129-0004
I-1274,60,280,280,1282,1.0,2013-2014,I-1274,19620831-0024
I-1275,20,260,300,1050,3.0,2013-2014,I-1275,19561222-0030
I-1276,60,280,420,1297,4.0,2013-2014,I-1276,19570615-0011
I-1277,40,240,300,1219,3.0,2013-2014,I-1277,19600814-0002
I-1278,50,240,300,1076,2.0,2013-2014,I-1278,19560812-0016
I-1279,60,260,200,1077,2.0,2013-2014,I-1279,19600814-0002
I-1280,60,260,360,1253,3.0,2014-2015,I-1280,19690917-0022
I-1281,60,260,200,1073,4.0,2014-2015,I-1281,19611219-0014
I-1282,20,240,300,1067,3.0,2014-2015,I-1282,19610623-0005
I-1283,40,260,240,1050,3.0,2014-2015,I-1283,19640414-0013
I-1284,50,240,420,1030,2.0,2014-2015,I-1284,19580218-0007
I-1285,50,240,240,1297,3.0,2014-2015,I-1285,19580218-0007
I-1286,40,260,300,1200,3.0,2014-2015,I-1286,19690408-0009
I-1287,40,260,200,1181,1.0,2014-2015,I-1287,19580515-0017
I-1288,40,260,200,1115,3.0,2014-2015,I-1288,19600529-0021
I-1289,20,240,300,1104,3.0,2014-2015,I-1289,19610623-0005
I-1290,40,240,200,1015,4.0,2014-2015,I-1290,19601021-0018
I-1291,60,240,360,1110,1.0,2015-2016,I-1291,19560812-0016
I-1292,60,260,360,1024,2.0,2015-2016,I-1292,19620424-0026
I-1293,40,260,360,1164,2.0,2015-2016,I-1293,19690408-0009
I-1294,40,260,300,1095,3.0,2015-2016,I-1294,19580515-0017
I-1295,20,240,240,1274,1.0,2015-2016,I-1295,19620424-0026
I-1296,50,240,200,1214,4.0,2015-2016,I-1296,19620424-0026
I-1297,50,240,280,1213,2.0,2015-2016,I-1297,19601021-0018
I-1298,60,240,420,1081,3.0,2015-2016,I-1298,19620831-0024
I-1299,20,240,420,1003,2.0,2015-2016,I-1299,19690408-0009
I-1300,40,240,240,1075,3.0,2016-2017,I-1300,19600814-0002
I-1301,20,240,200,1179,4.0,2016-2017,I-1301,19570828-0008
I-1302,20,260,360,1134,1.0,2016-2017,I-1302,19580515-0017
I-1303,60,260,200,1287,4.0,2016-2017,I-1303,19611219-0014
I-1304,40,240,420,1282,4.0,2016-2017,I-1304,19590129-0004
I-1305,40,240,360,1254,3.0,2016-2017,I-1305,19690513-0015
I-1306,40,240,200,1255,4.0,2016-2017,I-1306,19690408-0009
I-1307,40,240,200,1251,4.0,2016-2017,I-1307,19570826-0012
I-1308,20,260,360,1200,1.0,2016-2017,I-1308,19660630-0020
I-1309,50,240,240,1260,4.0,2017-2018,I-1309,19660630-0020
I-1310,60,280,300,1203,4.0,2017-2018,I-1310,19690408-0009
I-1311,50,240,300,1112,2.0,2017-2018,I-1311,19600814-0002
I-1312,20,240,200,1104,4.0,2017-2018,I-1312,19610620-0006
I-1313,20,240,300,1182,2.0,2017-2018,I-1313,19650303-0019
I-1314,50,240,280,1154,2.0,2017-2018,I-1314,19610918-0027
I-1315,60,240,420,1140,4.0,2017-2018,I-1315,19600814-0002
I-1316,50,280,200,1105,2.0,2017-2018,I-1316,19690917-0022
I-1317,20,240,280,1060,3.0,2017-2018,I-1317,19580515-0017
I-1318,40,260,300,1003,4.0,2017-2018,I-1318,19570826-0012
I-1319,60,260,420,1139,4.0,2018-2019,I-1319,19580218-0007
I-1320,50,240,280,1277,2.0,2018-2019,I-1320,19601021-0018
I-1321,60,280,360,1268,4.0,2018-2019,I-1321,19620831-0024
I-1322,40,240,420,1101,4.0,2018-2019,I-1322,19630126-0001
I-1323,50,260,280,1045,4.0,2018-2019,I-1323,19640220-0029
I-1324,40,240,360,1252,1.0,2018-2019,I-1324,19570826-0012
I-1325,20,260,300,1245,3.0,2018-2019,I-1325,19580218-0007
I-1326,20,260,420,1102,3.0,2018-2019,I-1326,19620424-0026
I-1327,40,260,300,1018,1.0,2018-2019,I-1327,19660630-0020
I-1328,40,260,280,1016,1.0,2018-2019,I-1328,19690917-0022
I-1329,40,240,280,1167,3.0,2019-2020,I-1329,19560812-0016
I-1330,20,240,240,1132,3.0,2019-2020,I-1330,19560612-0010
I-1331,20,260,300,1285,2.0,2019-2020,I-1331,19560612-0010
I-1332,20,280,300,1241,3.0,2019-2020,I-1332,19570828-0008
I-1333,20,280,300,1237,3.0,2019-2020,I-1333,19610918-0027
I-1334,20,280,200,1283,2.0,2019-2020,I-1334,19601021-0018
I-1335,20,260,300,1201,3.0,2019-2020,I-1335,19680712-0028
I-1336,20,280,300,1084,1.0,2019-2020,I-1336,19630126-0001
I-1337,20,260,300,1067,1.0,2019-2020,I-1337,19560612-0010
I-1338,60,280,240,1012,4.0,2019-2020,I-1338,19590129-0004
I-1339,60,280,300,1250,3.0,2020-2021,I-1339,19620522-0023
I-1340,40,240,200,1013,4.0,2020-2021,I-1340,19570826-0012
I-1341,50,280,360,1178,2.0,2020-2021,I-1341,19561222-0030
I-1342,40,240,240,1167,4.0,2020-2021,I-1342,19650303-0019
I-1343,60,240,300,1125,3.0,2020-2021,I-1343,19611219-0014
I-1344,50,280,200,1016,1.0,2020-2021,I-1344,19570615-0011
I-1345,40,260,420,1287,4.0,2020-2021,I-1345,19560812-0016
I-1346,20,260,240,1270,4.0,2020-2021,I-1346,19610620-0006
I-1347,40,280,300,1202,1.0,2020-2021,I-1347,19570826-0012
I-1348,40,240,420,1156,2.0,2020-2021,I-1348,19570828-0008
I-1349,50,280,240,1103,4.0,2020-2021,I-1349,19600814-0002
I-1350,40,280,300,1008,3.0,2020-2021,I-1350,19590129-0004
I-1351,40,280,300,1274,1.0,2021-2022,I-1351,19580515-0017
I-1352,60,280,300,1014,3.0,2021-2022,I-1352,19620831-0024
I-1353,20,260,200,1267,1.0,2021-2022,I-1353,19560612-0010
I-1354,60,260,280,1255,3.0,2021-2022,I-1354,19610623-0005
I-1355,20,260,300,1159,3.0,2021-2022,I-1355,19560705-0025
I-1356,60,260,420,1164,2.0,2021-2022,I-1356,19610918-0027
I-1357,60,280,200,1140,1.0,2021-2022,I-1357,19610620-0006
I-1358,40,280,420,1116,2.0,2021-2022,I-1358,19600905-0003
I-1359,40,260,360,1037,3.0,2021-2022,I-1359,19600905-0003
I-1360,50,240,360,1262,2.0,2022-2023,I-1360,19620831-0024
I-1361,60,260,420,1201,2.0,2022-2023,I-1361,19601021-0018
I-1362,60,240,280,1233,4.0,2022-2023,I-1362,19570826-0012
I-1363,40,240,360,1190,4.0,2022-2023,I-1363,19680712-0028
I-1364,50,260,200,1160,2.0,2022-2023,I-1364,19560612-0010
I-1365,50,240,240,1078,3.0,2022-2023,I-1365,19690917-0022
I-1366,60,260,240,1238,4.0,2022-2023,I-1366,19610620-0006
I-1367,50,260,420,1203,1.0,2022-2023,I-1367,19600529-0021
I-1368,60,240,300,1073,1.0,2022-2023,I-1368,19560612-0010
I-1369,50,240,300,1059,4.0,2022-2023,I-1369,19560612-0010
I-1370,40,260,300,1054,1.0,2022-2023,I-1370,19601021-0018
I-1371,20,260,240,1012,3.0,2022-2023,I-1371,19610623-0005
I-1372,50,280,420,1041,3.0,2023-2024,I-1372,19570615-0011
I-1373,50,260,360,1022,1.0,2023-2024,I-1373,19580515-0017
I-1374,20,260,420,1247,1.0,2023-2024,I-1374,19610918-0027
I-1375,60,260,280,1202,2.0,2023-2024,I-1375,19630126-0001
I-1376,60,280,360,1299,2.0,2023-2024,I-1376,19690408-0009
I-1377,50,260,240,1277,4.0,2023-2024,I-1377,19620831-0024
I-1378,20,280,280,1236,1.0,2023-2024,I-1378,19620831-0024
I-1379,20,240,420,1209,2.0,2023-2024,I-1379,19601021-0018
I-1380,60,240,200,1138,1.0,2023-2024,I-1380,19610620-0006
I-1381,60,240,200,1025,1.0,2023-2024,I-1381,19610620-0006
I-1382,20,260,280,1236,2.0,2013-2014,I-1382,19600905-0003
I-1383,40,240,240,1288,2.0,2013-2014,I-1383,19570826-0012
I-1384,60,240,420,1280,2.0,2013-2014,I-1384,19680712-0028
I-1385,60,280,280,1087,3.0,2013-2014,I-1385,19610918-0027
I-1386,60,240,300,1249,2.0,2013-2014,I-1386,19690408-0009
I-1387,50,280,300,1238,2.0,2013-2014,I-1387,19630126-0001
I-1388,40,280,200,1081,2.0,2013-2014,I-1388,19561222-0030
I-1389,60,240,360,1057,4.0,2013-2014,I-1389,19620424-0026
I-1390,60,260,200,1006,4.0,2013-2014,I-1390,19580515-0017
I-1391,40,240,420,1287,4.0,2014-2015,I-1391,19650303-0019
I-1392,20,280,240,1125,2.0,2014-2015,I-1392,19611219-0014
I-1393,60,280,360,1257,3.0,2014-2015,I-1393,19640414-0013
I-1394,40,280,240,1230,1.0,2014-2015,I-1394,19690408-0009
I-1395,20,260,360,1086,2.0,2014-2015,I-1395,19610918-0027
I-1396,20,280,300,1049,3.0,2014-2015,I-1396,19600905-0003
I-1397,50,260,200,1196,4.0,2014-2015,I-1397,19600529-0021
I-1398,60,260,300,1136,1.0,2014-2015,I-1398,19620831-0024
I-1399,20,260,240,1092,4.0,2014-2015,I-1399,19630126-0001
I-1400,40,240,420,1027,3.0,2014-2015,I-1400,19610620-0006
I-1401,50,280,360,1187,2.0,2015-2016,I-1401,19611219-0014
I-1402,20,260,200,1061,3.0,2015-2016,I-1402,19610623-0005
I-1403,60,240,420,1283,4.0,2015-2016,I-1403,19560812-0016
I-1404,50,280,280,1158,3.0,2015-2016,I-1404,19570615-0011
I-1405,60,260,420,1118,4.0,2015-2016,I-1405,19570826-0012
I-1406,60,260,420,1021,3.0,2015-2016,I-1406,19601021-0018
I-1407,60,240,300,1285,1.0,2015-2016,I-1407,19561222-0030
I-1408,50,280,300,1145,1.0,2015-2016,I-1408,19580218-0007
I-1409,20,260,200,1091,3.0,2015-2016,I-1409,19600814-0002
I-1410,60,280,360,1060,2.0,2015-2016,I-1410,19610918-0027
I-1411,20,260,360,1049,4.0,2015-2016,I-1411,19600814-0002
I-1412,50,240,420,1143,1.0,2016-2017,I-1412,19580218-0007
I-1413,40,280,300,1050,4.0,2016-2017,I-1413,19690917-0022
I-1414,60,280,280,1290,2.0,2016-2017,I-1414,19570826-0012
I-1415,20,280,200,1055,4.0,2016-2017,I-1415,19580515-0017
I-1416,40,280,200,1036,3.0,2016-2017,I-1416,19620522-0023
I-1417,40,260,300,1237,3.0,2016-2017,I-1417,19620424-0026
I-1418,20,260,360,1160,2.0,2016-2017,I-1418,19600529-0021
I-1419,40,280,420,1150,2.0,2016-2017,I-1419,19580515-0017
I-1420,50,260,420,1147,3.0,2016-2017,I-1420,19600905-0003
I-1421,50,280,360,1112,4.0,2016-2017,I-1421,19680712-0028
I-1422,40,280,240,1006,1.0,2016-2017,I-1422,19561222-0030
I-1423,20,240,200,1227,3.0,2017-2018,I-1423,19690513-0015
I-1424,50,240,420,1224,3.0,2017-2018,I-1424,19600905-0003
I-1425,20,240,280,1136,1.0,2017-2018,I-1425,19640414-0013
I-1426,50,240,280,1131,1.0,2017-2018,I-1426,19601021-0018
I-1427,40,280,280,1297,1.0,2017-2018,I-1427,19620424-0026
I-1428,20,240,300,1282,3.0,2017-2018,I-1428,19580515-0017
I-1429,60,260,240,1090,2.0,2017-2018,I-1429,19580515-0017
I-1430,20,240,200,1035,3.0,2017-2018,I-1430,19660630-0020
I-1431,40,260,360,1016,1.0,2017-2018,I-1431,19611219-0014
I-1432,50,240,300,1226,2.0,2018-2019,I-1432,19690408-0009
I-1433,40,240,360,1024,1.0,2018-2019,I-1433,19600529-0021
I-1434,40,260,300,1225,1.0,2018-2019,I-1434,19560812-0016
I-1435,20,260,200,1145,2.0,2018-2019,I-1435,19570826-0012
I-1436,60,260,280,1268,2.0,2018-2019,I-1436,19600529-0021
I-1437,20,280,420,1098,3.0,2018-2019,I-1437,19580515-0017
I-1438,20,240,300,1034,1.0,2018-2019,I-1438,19630126-0001
I-1439,40,280,360,1005,4.0,2018-2019,I-1439,19650303-0019
I-1440,40,240,300,1069,3.0,2019-2020,I-1440,19590129-0004
I-1441,60,280,240,1038,2.0,2019-2020,I-1441,19620424-0026
I-1442,50,280,420,1264,1.0,2019-2020,I-1442,19570828-0008
I-1443,60,240,420,1048,3.0,2019-2020,I-1443,19600529-0021
I-1444,60,280,240,1044,2.0,2019-2020,I-1444,19610918-0027
I-1445,40,240,300,1009,1.0,2019-2020,I-1445,19620424-0026
I-1446,60,260,240,1274,2.0,2019-2020,I-1446,19650303-0019
I-1447,50,260,200,1250,1.0,2019-2020,I-1447,19690513-0015
I-1448,50,240,280,1101,1.0,2019-2020,I-1448,19561222-0030
I-1449,50,280,300,1094,1.0,2019-2020,I-1449,19580515-0017
I-1450,60,240,200,1064,4.0,2019-2020,I-1450,19570826-0012
I-1451,20,280,360,1033,4.0,2019-2020,I-1451,19680712-0028
I-1452,40,280,200,1261,1.0,2020-2021,I-1452,19620522-0023
I-1453,60,240,200,1236,3.0,2020-2021,I-1453,19610918-0027
I-1454,20,240,360,1295,2.0,2020-2021,I-1454,19580218-0007
I-1455,50,260,200,1269,4.0,2020-2021,I-1455,19601021-0018
I-1456,20,280,280,1015,4.0,2020-2021,I-1456,19610918-0027
I-1457,40,260,360,1226,1.0,2020-2021,I-1457,19600905-0003
I-1458,20,240,280,1124,1.0,2020-2021,I-1458,19660630-0020
I-1459,40,280,240,1116,3.0,2020-2021,I-1459,19611219-0014
I-1460,40,280,200,1099,1.0,2020-2021,I-1460,19600814-0002
I-1461,60,280,420,1043,2.0,2020-2021,I-1461,19610620-0006
I-1462,20,280,200,1035,1.0,2020-2021,I-1462,19580515-0017
I-1463,40,280,200,1069,4.0,2021-2022,I-1463,19610623-0005
I-1464,20,280,360,1269,1.0,2021-2022,I-1464,19680712-0028
I-1465,60,280,280,1222,1.0,2021-2022,I-1465,19590129-0004
I-1466,20,280,300,1274,4.0,2021-2022,I-1466,19640414-0013
I-1467,40,280,360,1235,1.0,2021-2022,I-1467,19620831-0024
I-1468,60,280,200,1203,3.0,2021-2022,I-1468,19620831-0024
I-1469,20,240,360,1078,1.0,2021-2022,I-1469,19590129-0004
I-1470,60,260,420,1032,4.0,2021-2022,I-1470,19590129-0004
I-1471,60,280,200,1258,2.0,2022-2023,I-1471,19610623-0005
I-1472,60,280,300,1154,4.0,2022-2023,I-1472,19690408-0009
I-1473,50,280,280,1297,4.0,2022-2023,I-1473,19680712-0028
I-1474,40,240,300,1275,3.0,2022-2023,I-1474,19620522-0023
I-1475,20,240,200,1241,3.0,2022-2023,I-1475,19570615-0011
I-1476,60,280,280,1175,1.0,2022-2023,I-1476,19640414-0013
I-1477,40,260,300,1151,2.0,2022-2023,I-1477,19600905-0003
I-1478,60,240,300,1113,4.0,2022-2023,I-1478,19590129-0004
I-1479,20,280,360,1223,2.0,2023-2024,I-1479,19620522-0023
I-1480,50,260,420,1139,3.0,2023-2024,I-1480,19660630-0020
I-1481,20,260,240,1192,2.0,2023-2024,I-1481,19561222-0030
I-1482,50,260,200,1093,4.0,2023-2024,I-1482,19610918-0027
I-1483,40,260,420,1269,3.0,2023-2024,I-1483,19600905-0003
I-1484,20,280,200,1262,1.0,2023-2024,I-1484,19580515-0017
I-1485,60,240,420,1226,3.0,2023-2024,I-1485,19600529-0021
I-1486,40,240,360,1020,1.0,2023-2024,I-1486,19560812-0016
I-1487,50,240,420,1177,3.0,2013-2014,I-1487,19600529-0021
